crate,run,gen,mir_coverage,covered_targets,tests,tests_length
time,3,66,51.24871707150188,1498,248,49.84274193548387
time,5,10,40.50632911392405,1184,121,45.30578512396694
time,4,10,39.78788915497776,1163,110,49.836363636363636
time,6,11,42.86691755046185,1253,120,48.15833333333333
time,0,71,50.66712281902155,1481,227,54.37444933920705
time,2,70,51.04344851180295,1492,229,46.36244541484716
time,1,69,50.32500855285665,1471,214,47.546728971962615
time,3,67,51.24871707150188,1498,249,49.65461847389558
time,5,11,40.57475196715703,1186,122,45.85245901639344
time,4,11,40.13000342114266,1173,115,49.78260869565217
time,6,12,43.140608963393774,1261,123,48.68292682926829
time,2,71,51.04344851180295,1492,229,46.36244541484716
time,1,70,50.32500855285665,1471,215,47.25116279069768
time,5,12,40.64317482039001,1188,127,46.07086614173228
time,4,12,40.30106055422511,1178,121,49.59504132231405
time,6,13,43.82483749572357,1281,128,48.6953125
time,0,72,50.66712281902155,1481,227,54.28193832599119
time,3,68,51.35135135135135,1501,251,49.7410358565737
time,2,72,51.04344851180295,1492,227,46.31718061674009
time,6,14,43.82483749572357,1281,129,48.50387596899225
time,5,13,40.64317482039001,1188,126,44.976190476190474
time,1,71,50.32500855285665,1471,215,47.25116279069768
time,4,13,40.84844338008895,1194,126,49.714285714285715
time,3,69,51.38556277796784,1502,252,49.051587301587304
time,0,73,50.87239137872049,1487,226,54.03982300884956
time,6,15,44.030106055422515,1287,132,47.696969696969695
time,2,73,51.04344851180295,1492,227,46.30396475770925
time,5,14,41.019500513171394,1199,131,45.69465648854962
time,4,14,41.05371193978789,1200,132,49.64393939393939
time,3,70,51.62504276428327,1509,253,49.08695652173913
time,1,72,50.32500855285665,1471,216,47.15277777777778
time,6,16,44.44064317482039,1299,139,48.69064748201439
time,0,74,50.87239137872049,1487,225,53.92444444444445
time,2,74,51.04344851180295,1492,228,46.20614035087719
time,5,15,41.84057475196716,1223,131,45.42748091603053
time,3,71,51.62504276428327,1509,253,48.976284584980235
time,6,17,44.88539172083476,1312,144,48.666666666666664
time,4,15,41.087923366404375,1201,131,49.57251908396947
time,1,73,50.359219979473146,1472,217,47.30414746543779
time,5,16,41.94320903181662,1226,132,45.59848484848485
time,0,75,50.90660280533699,1488,226,53.98672566371681
time,2,75,51.07765993841943,1493,228,46.09649122807018
time,6,18,45.12487170715019,1319,145,48.60689655172414
time,3,72,51.62504276428327,1509,253,48.84584980237154
time,4,16,41.19055764625385,1204,131,49.20610687022901
time,1,74,50.359219979473146,1472,217,47.235023041474655
time,5,17,42.28532329798153,1236,137,47.058394160583944
time,6,19,45.46698597331509,1329,147,47.89115646258504
time,0,76,51.04344851180295,1492,228,53.98245614035088
time,2,76,51.180294218268905,1496,228,46.06578947368421
time,3,73,51.69346561751625,1511,254,48.79527559055118
time,5,18,43.551146082791654,1273,139,47.381294964028775
time,4,17,41.19055764625385,1204,131,48.7557251908397
time,1,75,50.39343140608964,1473,216,47.138888888888886
time,6,20,45.603831679781045,1333,149,47.87919463087248
time,0,77,51.04344851180295,1492,229,53.96069868995633
time,2,77,51.180294218268905,1496,228,45.98684210526316
time,3,74,51.69346561751625,1511,254,48.71653543307087
time,6,21,45.843311666096476,1340,153,47.22222222222222
time,5,19,43.551146082791654,1273,139,47.05755395683453
time,4,18,41.39582620595279,1210,137,48.35766423357664
time,1,76,50.39343140608964,1473,216,46.958333333333336
time,0,78,51.04344851180295,1492,230,53.80869565217391
time,6,22,45.91173451932946,1342,156,47.41025641025641
time,2,78,51.180294218268905,1496,228,45.98684210526316
time,4,19,41.39582620595279,1210,138,48.130434782608695
time,5,20,43.551146082791654,1273,139,47.03597122302158
time,3,75,51.76188847074923,1513,255,49.015686274509804
time,1,77,50.42764283270612,1474,218,47.096330275229356
time,6,23,46.356483065343824,1355,160,48.68125
time,0,79,51.180294218268905,1496,234,53.957264957264954
time,2,79,51.24871707150188,1498,230,46.052173913043475
time,4,20,41.53267191241875,1214,139,47.92805755395683
time,5,21,43.75641464249059,1279,141,47.43971631205674
time,3,76,51.76188847074923,1513,255,49.015686274509804
time,6,24,46.595963051659254,1362,163,48.8159509202454
time,1,78,50.42764283270612,1474,218,47.096330275229356
time,0,80,51.21450564488539,1497,236,53.817796610169495
time,2,80,51.24871707150188,1498,230,46.03913043478261
time,5,22,43.75641464249059,1279,141,47.38297872340426
time,4,21,41.63530619226822,1217,142,47.90845070422535
time,6,25,46.63017447827574,1363,166,48.5722891566265
time,3,77,51.830311323982215,1515,257,49.175097276264594
time,1,79,50.73554567225453,1483,219,47.25114155251141
time,0,81,51.21450564488539,1497,237,53.79324894514768
time,6,26,46.835443037974684,1369,169,48.24260355029586
time,4,22,41.63530619226822,1217,142,47.90845070422535
time,5,23,44.098528908655496,1289,147,47.34013605442177
time,2,81,51.24871707150188,1498,231,46.103896103896105
time,3,78,51.830311323982215,1515,257,49.070038910505836
time,1,80,50.803968525487505,1485,220,47.54545454545455
time,6,27,46.86965446459118,1370,170,48.10588235294118
time,4,23,41.80636332535067,1222,145,47.8
time,0,82,51.21450564488539,1497,237,53.79324894514768
time,5,24,44.098528908655496,1289,147,47.29251700680272
time,2,82,51.28292849811837,1499,231,46.35064935064935
time,3,79,51.93294560383168,1518,259,48.98455598455598
time,6,28,47.04071159767362,1375,174,48.3448275862069
time,4,24,41.908997605200135,1225,146,46.965753424657535
time,1,81,50.838179952104,1486,221,47.705882352941174
time,0,83,51.35135135135135,1501,238,53.79831932773109
time,6,29,47.04071159767362,1375,175,48.41142857142857
time,5,25,44.13274033527198,1290,148,47.304054054054056
time,3,80,51.96715703044818,1519,260,48.98076923076923
time,2,83,51.35135135135135,1501,232,46.525862068965516
time,4,25,41.908997605200135,1225,147,47.285714285714285
time,1,82,50.838179952104,1486,221,47.69230769230769
time,6,30,47.28019158398905,1382,177,48.0225988700565
time,0,84,51.35135135135135,1501,238,53.73109243697479
time,3,81,51.96715703044818,1519,260,48.93846153846154
time,4,26,42.18268901813206,1233,150,48.27333333333333
time,5,26,44.44064317482039,1299,150,47.61333333333334
time,2,84,51.35135135135135,1501,233,46.42489270386266
time,6,31,47.4512487170715,1387,180,48.35
